ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME
6846,26-39,female,majority,10-19y,university,middle class,0.657032,1,before 2015,1,0,10032,8818,sedan,1,0,0,0
6847,26-39,female,minority,10-19y,university,middle class,0.154148,0,after 2015,0,0,10022,14940,sedan,2,0,3,0
6848,26-39,female,minority,0-9y,university,working class,0.806617,1,before 2015,1,1,10032,5518,sedan,2,1,0,0
6849,40-64,male,majority,30y+,university,working class,0.412901,1,before 2015,1,0,10009,8283,sedan,2,2,4,1
6850,16-25,male,majority,20-29y,university,middle class,0.500323,1,before 2015,1,0,10032,23644,sports car,0,0,5,1
6851,26-39,female,majority,30y+,university,upper class,0.642842,1,before 2015,1,1,10048,23242,sedan,1,0,0,0
6852,65+,male,majority,30y+,high school,upper class,0.410485,1,after 2015,1,0,10081,9396,sports car,0,0,1,0
6853,65+,female,majority,10-19y,high school,middle class,0.325082,1,before 2015,0,0,10238,7729,sports car,0,0,0,0
6854,40-64,female,minority,10-19y,high school,middle class,0.546431,1,before 2015,1,1,10015,15264,sedan,0,2,1,0
6855,16-25,female,majority,0-9y,high school,upper class,0.346785,0,after 2015,1,1,10022,18570,sedan,0,0,0,0
6856,26-39,female,majority,10-19y,none,middle class,0.43413,0,after 2015,1,1,10032,10311,sedan,0,0,5,0
6857,40-64,female,minority,20-29y,high school,upper class,0.108408,0,before 2015,1,1,10007,9445,sedan,2,0,1,0
6858,26-39,male,majority,10-19y,high school,upper class,0.844743,0,after 2015,1,1,10065,24800,sedan,0,0,0,0
6859,65+,female,majority,10-19y,university,middle class,0.411707,0,after 2015,0,0,10032,14744,sports car,1,0,2,0
6860,40-64,male,minority,0-9y,university,working class,0.082784,1,before 2015,1,1,10081,22709,sedan,1,0,3,1
6861,16-25,male,minority,10-19y,high school,middle class,0.790024,0,after 2015,0,0,10048,12619,sedan,1,2,2,1
6862,65+,male,majority,0-9y,none,upper class,0.019625,1,after 2015,0,1,10009,6229,sedan,0,1,0,0
6863,65+,male,majority,30y+,university,working class,0.599346,1,after 2015,1,0,10068,10468,sports car,0,0,0,0
6864,16-25,male,majority,0-9y,university,poverty,0.702664,0,after 2015,0,1,10238,18002,sedan,0,0,3,1
6865,40-64,male,minority,10-19y,university,working class,0.19121,0,after 2015,1,1,10068,15884,sedan,0,1,2,0
6866,26-39,female,minority,0-9y,none,upper class,0.131259,1,before 2015,1,1,10007,12167,sedan,2,0,2,1
6867,26-39,female,minority,20-29y,university,middle class,0.113883,0,after 2015,1,0,10081,15292,sports car,0,0,2,0
6868,26-39,male,majority,10-19y,university,working class,0.99333,0,after 2015,0,1,10081,24941,sedan,1,0,2,0
6869,40-64,male,majority,0-9y,high school,poverty,0.755087,0,before 2015,1,1,10015,18931,sports car,3,0,4,1
6870,65+,female,minority,10-19y,high school,middle class,0.31271,0,after 2015,1,0,10065,18100,sports car,0,0,0,0
6871,40-64,female,majority,30y+,high school,middle class,0.335558,1,before 2015,1,1,10238,16107,sports car,0,0,3,1
6872,16-25,female,majority,30y+,high school,poverty,0.648625,1,after 2015,0,0,10007,8673,sedan,0,0,0,0
6873,40-64,male,majority,0-9y,university,upper class,0.457672,0,after 2015,0,0,10032,17359,sports car,1,1,2,1
6874,26-39,female,minority,20-29y,high school,middle class,0.27134,1,before 2015,1,0,10068,16567,sedan,3,2,3,1
6875,65+,female,majority,0-9y,university,middle class,0.057097,0,before 2015,1,0,10015,20741,sedan,2,0,1,1
6876,26-39,female,majority,0-9y,university,upper class,0.783854,0,before 2015,1,0,10009,11542,sedan,3,0,1,0
6877,26-39,male,majority,10-19y,high school,working class,0.888226,1,after 2015,1,1,10065,13018,sports car,1,0,2,0
6878,26-39,male,majority,0-9y,university,middle class,0.205959,1,after 2015,1,0,10068,24845,sedan,0,0,1,0
6879,40-64,male,minority,20-29y,none,middle class,0.063405,0,after 2015,1,0,10048,11939,sedan,2,1,1,0
6880,26-39,male,majority,30y+,high school,upper class,0.118626,1,after 2015,0,0,10032,16006,sedan,0,0,0,0
6881,40-64,male,majority,0-9y,university,poverty,0.414259,1,before 2015,1,1,10022,11397,sedan,0,0,1,0
6882,26-39,female,majority,0-9y,high school,middle class,0.299348,1,after 2015,1,1,10015,17939,sports car,5,0,2,1
6883,26-39,female,majority,10-19y,high school,middle class,0.073458,1,before 2015,0,1,10009,20450,sedan,0,0,2,0
6884,26-39,female,majority,20-29y,university,upper class,0.454869,0,before 2015,1,0,10009,18708,sedan,1,0,2,0
6885,65+,female,majority,30y+,university,upper class,0.203919,1,before 2015,0,0,10048,16215,sports car,4,0,1,0
6886,65+,male,minority,30y+,university,poverty,0.066949,0,before 2015,0,1,10009,11233,sedan,3,0,2,1
6887,26-39,female,majority,20-29y,university,working class,0.657928,0,after 2015,0,1,10015,16686,sedan,0,0,0,0
6888,26-39,female,majority,10-19y,none,working class,0.572506,1,after 2015,0,0,10015,20467,sedan,1,1,2,0
6889,16-25,male,majority,20-29y,university,middle class,0.826398,1,after 2015,1,1,10009,8099,sports car,2,0,2,0
6890,40-64,male,majority,0-9y,university,upper class,0.302281,0,after 2015,0,1,10238,13859,sedan,1,0,1,0
6891,26-39,female,majority,30y+,none,poverty,0.135823,0,after 2015,1,1,10032,22508,sedan,5,0,2,0
6892,65+,female,minority,0-9y,high school,middle class,0.360161,1,after 2015,1,0,10015,15030,sedan,0,0,0,0
6893,65+,male,majority,20-29y,high school,upper class,0.778707,1,before 2015,0,1,10007,22989,sedan,4,0,1,0
6894,26-39,female,majority,0-9y,none,upper class,0.241739,1,before 2015,1,0,10238,6670,sports car,2,0,1,1
6895,26-39,female,majority,10-19y,high school,middle class,0.255001,1,after 2015,0,1,10238,10377,sedan,1,0,1,0
6896,65+,female,majority,20-29y,university,upper class,0.147585,1,after 2015,0,0,10081,15104,sedan,3,0,5,1
6897,40-64,male,majority,20-29y,university,working class,0.986514,1,after 2015,1,1,10068,8817,sports car,0,2,2,0
6898,16-25,male,minority,20-29y,university,working class,0.96731,1,before 2015,1,0,10065,16493,sedan,0,0,0,0
6899,26-39,female,majority,20-29y,university,poverty,0.658052,1,before 2015,0,0,10048,14618,sedan,3,0,0,0
6900,26-39,female,majority,10-19y,none,middle class,0.214818,1,after 2015,1,1,10065,23717,sedan,0,2,0,0
6901,26-39,male,minority,30y+,high school,middle class,0.766556,1,before 2015,1,1,10007,18126,sedan,0,1,1,0
6902,26-39,male,majority,30y+,university,working class,0.583933,1,before 2015,1,0,10022,5279,sedan,3,2,4,1
6903,16-25,male,majority,0-9y,university,poverty,0.749566,1,before 2015,1,1,10238,21865,sedan,5,0,1,1
6904,40-64,male,majority,30y+,high school,working class,0.86041,1,before 2015,0,1,10081,17956,sedan,0,0,1,0
6905,26-39,female,majority,30y+,university,working class,0.318474,1,before 2015,0,0,10081,9058,sedan,2,0,2,0
6906,16-25,female,majority,20-29y,high school,upper class,0.913699,0,after 2015,0,1,10015,9941,sedan,0,0,0,0
6907,26-39,male,majority,10-19y,high school,upper class,0.898558,1,after 2015,0,0,10007,18747,sports car,0,1,0,0
6908,40-64,male,majority,20-29y,university,poverty,0.547131,0,after 2015,0,1,10238,16540,sedan,1,0,0,0
6909,65+,female,minority,10-19y,university,working class,0.684572,0,before 2015,0,1,10048,13783,sedan,0,1,1,0
6910,26-39,male,minority,20-29y,high school,upper class,0.411036,1,before 2015,0,1,10022,11316,sports car,1,0,5,1
6911,26-39,female,minority,10-19y,high school,poverty,0.655103,0,before 2015,0,1,10007,21524,sedan,0,0,1,0
6912,65+,female,minority,30y+,high school,upper class,0.548958,1,after 2015,1,1,10238,20874,sedan,1,1,3,1
6913,26-39,female,majority,20-29y,university,working class,0.32282,1,before 2015,0,0,10009,22296,sedan,4,0,3,1
6914,26-39,male,majority,0-9y,high school,middle class,0.322839,1,before 2015,1,0,10022,21096,sedan,3,0,5,1
6915,26-39,male,majority,20-29y,university,middle class,0.651666,0,after 2015,1,0,10007,23867,sedan,1,0,3,0
6916,26-39,male,minority,10-19y,university,working class,0.956628,0,before 2015,1,0,10238,7218,sedan,4,0,0,0
6917,26-39,male,majority,10-19y,high school,poverty,0.201548,0,after 2015,1,1,10032,15270,sports car,0,0,1,0
6918,65+,male,majority,10-19y,university,upper class,0.392537,0,after 2015,0,0,10022,11263,sports car,0,0,1,0
6919,40-64,female,minority,0-9y,high school,upper class,0.805709,0,after 2015,1,1,10065,12736,sedan,0,2,1,0
6920,26-39,female,minority,30y+,high school,middle class,0.123011,1,after 2015,0,1,10048,23432,sedan,0,0,1,0
6921,65+,female,minority,10-19y,high school,upper class,0.994167,0,before 2015,0,1,10065,20747,sedan,3,0,4,1
6922,16-25,male,majority,20-29y,university,upper class,0.678139,1,before 2015,0,0,10009,5647,sports car,0,1,0,0
6923,26-39,female,majority,10-19y,high school,working class,0.9108,1,before 2015,1,1,10065,13999,sports car,3,0,1,0
6924,40-64,female,majority,20-29y,university,working class,0.838054,1,after 2015,0,1,10015,9899,sports car,1,0,4,0
6925,40-64,male,majority,20-29y,high school,working class,0.777135,1,after 2015,0,1,10238,16648,sedan,1,0,0,0
6926,16-25,female,majority,10-19y,high school,poverty,0.032901,0,after 2015,1,1,10065,11393,sports car,0,0,1,0
6927,26-39,male,majority,30y+,university,middle class,0.406496,1,after 2015,1,1,10081,14668,sports car,0,1,1,0
6928,40-64,male,majority,10-19y,university,poverty,0.201862,1,before 2015,1,1,10015,12467,sports car,0,0,2,0
6929,40-64,male,majority,20-29y,none,poverty,0.871333,1,before 2015,0,0,10238,5724,sedan,0,0,2,0
6930,40-64,female,minority,0-9y,high school,working class,0.680286,1,before 2015,0,1,10022,10894,sports car,4,1,0,1
6931,26-39,female,minority,10-19y,high school,poverty,0.107073,1,before 2015,1,0,10068,18645,sedan,4,2,2,1
6932,16-25,male,majority,30y+,high school,working class,0.359598,1,after 2015,0,0,10007,21636,sedan,0,0,5,1
6933,26-39,male,majority,20-29y,university,poverty,0.069308,0,before 2015,1,1,10009,21008,sedan,1,0,1,0
6934,16-25,male,majority,10-19y,none,upper class,0.739997,0,after 2015,1,0,10238,10010,sports car,1,0,0,0
6935,65+,male,majority,30y+,university,middle class,0.418318,0,after 2015,0,1,10009,21264,sedan,1,0,0,0
6936,26-39,male,minority,10-19y,university,upper class,0.234371,1,after 2015,1,0,10032,21525,sports car,2,0,0,0
6937,26-39,male,minority,20-29y,high school,upper class,0.517691,0,after 2015,1,1,10238,15505,sedan,0,1,0,0
6938,40-64,male,minority,10-19y,high school,upper class,0.042044,0,after 2015,1,1,10068,11515,sedan,0,0,3,0
6939,26-39,female,majority,20-29y,high school,working class,0.257295,1,after 2015,1,1,10081,21368,sedan,1,0,3,0
6940,26-39,male,minority,10-19y,high school,upper class,0.175304,0,before 2015,1,0,10007,7091,sedan,0,2,3,1
6941,40-64,female,majority,10-19y,university,middle class,0.930644,0,after 2015,1,1,10065,24122,sedan,2,0,0,0
6942,65+,male,majority,30y+,high school,working class,0.377107,1,before 2015,1,1,10068,11698,sedan,0,2,1,0
6943,40-64,male,majority,0-9y,university,middle class,0.584473,1,after 2015,1,0,10032,7631,sedan,2,0,0,0
6944,16-25,male,minority,0-9y,high school,working class,0.502942,1,after 2015,0,1,10032,19870,sedan,0,0,3,0
6945,40-64,male,majority,0-9y,none,poverty,0.659205,0,before 2015,0,0,10081,13833,sports car,0,0,3,1
6946,40-64,male,majority,10-19y,high school,poverty,0.279116,1,before 2015,1,1,10032,15493,sedan,2,0,1,0
6947,16-25,female,majority,10-19y,university,working class,0.12078,1,before 2015,1,1,10068,5804,sedan,0,0,3,1
6948,26-39,female,majority,0-9y,high school,upper class,0.081452,1,before 2015,1,1,10065,11292,sedan,2,0,1,0
6949,65+,male,majority,10-19y,university,working class,0.193397,1,after 2015,1,0,10081,9428,sedan,1,0,0,0
6950,16-25,male,majority,20-29y,high school,middle class,0.48283,0,before 2015,1,1,10007,13289,sedan,2,0,1,0
6951,40-64,female,majority,20-29y,none,poverty,0.236027,1,before 2015,1,0,10081,6540,sedan,0,0,1,0
6952,26-39,male,minority,30y+,high school,working class,0.434002,1,after 2015,1,0,10065,9785,sports car,1,1,0,0
6953,26-39,female,majority,20-29y,high school,poverty,0.029303,1,before 2015,1,0,10081,8544,sedan,3,0,2,0
6954,16-25,female,majority,0-9y,university,upper class,0.627551,0,before 2015,0,1,10081,10878,sedan,1,0,0,1
6955,40-64,female,majority,0-9y,high school,upper class,0.878162,1,before 2015,1,0,10022,14621,sedan,1,2,0,0
6956,26-39,male,minority,20-29y,none,working class,0.04759,1,before 2015,1,0,10048,24184,sedan,0,0,2,0
6957,40-64,male,majority,20-29y,university,upper class,0.21804,0,before 2015,0,0,10032,14850,sports car,5,1,5,1
6958,40-64,male,minority,0-9y,high school,middle class,0.31777,1,after 2015,0,0,10032,24065,sedan,5,1,4,1
6959,40-64,female,majority,10-19y,high school,poverty,0.287241,0,before 2015,1,0,10068,13308,sedan,2,1,5,1
6960,65+,female,majority,20-29y,university,middle class,0.040385,0,before 2015,0,1,10238,6283,sports car,0,0,0,0
6961,40-64,female,minority,20-29y,high school,upper class,0.106578,1,after 2015,1,0,10081,9205,sedan,1,0,0,0
6962,26-39,female,majority,20-29y,university,middle class,0.912462,0,before 2015,0,1,10048,12755,sports car,0,0,0,0
6963,65+,female,majority,0-9y,high school,middle class,0.711362,1,before 2015,0,0,10048,24546,sedan,1,0,3,1
6964,40-64,female,majority,20-29y,high school,working class,0.958438,0,before 2015,1,0,10032,21195,sedan,0,2,1,0
6965,26-39,female,majority,20-29y,university,working class,0.440462,1,before 2015,0,1,10022,6402,sedan,2,1,0,0
6966,16-25,female,majority,30y+,university,poverty,0.879033,1,before 2015,1,0,10015,8472,sports car,1,1,2,1
6967,40-64,female,minority,20-29y,none,middle class,0.816539,0,after 2015,1,0,10032,16712,sports car,0,0,0,0
6968,26-39,male,minority,20-29y,high school,middle class,0.874941,0,after 2015,0,0,10068,24254,sedan,1,0,0,0
6969,40-64,female,majority,20-29y,high school,middle class,0.039154,1,after 2015,1,0,10081,13195,sports car,1,0,2,0
6970,26-39,male,majority,10-19y,high school,middle class,0.652516,1,after 2015,1,0,10032,21638,sedan,1,1,0,0
6971,26-39,male,minority,0-9y,university,working class,0.566629,1,after 2015,1,0,10009,11530,sedan,0,0,2,0
6972,40-64,female,majority,30y+,high school,poverty,0.545216,0,after 2015,0,0,10032,8893,sports car,0,0,0,0
6973,16-25,female,majority,10-19y,none,upper class,0.504384,1,before 2015,1,1,10015,11380,sedan,0,0,1,0
6974,26-39,female,minority,20-29y,high school,working class,0.795977,1,after 2015,1,1,10032,17409,sedan,0,2,0,0
6975,40-64,male,minority,30y+,none,middle class,0.968057,0,before 2015,1,0,10022,16825,sports car,0,0,0,0
6976,26-39,female,minority,30y+,high school,working class,0.828919,1,before 2015,1,1,10009,13938,sports car,0,0,1,0
6977,40-64,male,minority,20-29y,high school,poverty,0.870395,0,before 2015,1,0,10022,18767,sports car,0,0,0,0
6978,40-64,female,minority,0-9y,university,poverty,0.483903,1,after 2015,1,1,10048,9755,sports car,2,0,1,0
6979,40-64,male,majority,10-19y,high school,middle class,0.690609,0,after 2015,1,1,10032,6615,sedan,1,0,1,0
6980,16-25,female,minority,30y+,high school,middle class,0.415564,1,after 2015,1,1,10068,17301,sports car,0,0,1,0
6981,26-39,female,majority,10-19y,university,middle class,0.360286,0,before 2015,0,0,10009,7792,sports car,1,0,0,0
6982,40-64,male,majority,30y+,university,upper class,0.895281,0,before 2015,1,1,10015,15238,sedan,0,1,0,0
6983,65+,female,majority,0-9y,high school,working class,0.905211,0,before 2015,1,1,10238,11804,sedan,1,0,0,0
6984,40-64,female,minority,20-29y,university,working class,0.68222,1,before 2015,1,0,10048,5649,sedan,2,0,0,0
6985,40-64,male,majority,10-19y,university,working class,0.837842,0,before 2015,0,0,10081,14245,sedan,2,0,2,0
6986,26-39,male,minority,10-19y,none,working class,0.360364,0,after 2015,1,0,10007,22533,sports car,1,1,4,1
6987,26-39,male,majority,30y+,university,upper class,0.433761,1,before 2015,0,1,10238,22637,sedan,4,2,0,1
6988,26-39,male,majority,20-29y,high school,upper class,0.821016,0,after 2015,1,1,10238,19534,sedan,0,0,1,0
6989,26-39,female,minority,0-9y,high school,middle class,0.39805,1,after 2015,1,1,10068,14584,sedan,4,0,0,0
6990,16-25,female,minority,10-19y,high school,middle class,0.039968,0,after 2015,1,0,10022,11918,sports car,4,3,0,1
6991,65+,male,minority,20-29y,high school,upper class,0.353298,0,after 2015,1,1,10009,5613,sedan,4,0,2,0
6992,26-39,male,majority,10-19y,high school,middle class,0.39823,0,before 2015,1,0,10007,19434,sedan,1,0,0,0
6993,26-39,female,minority,30y+,university,working class,0.154636,1,after 2015,1,1,10015,23222,sedan,0,0,3,0
6994,16-25,male,minority,0-9y,none,middle class,0.344124,1,before 2015,0,0,10007,16693,sports car,1,1,3,1
6995,65+,male,majority,10-19y,university,middle class,0.934422,0,before 2015,0,1,10068,24968,sports car,1,1,2,1
6996,40-64,male,majority,0-9y,university,middle class,0.858533,0,after 2015,0,1,10022,18028,sedan,0,0,0,0
6997,40-64,female,majority,0-9y,university,working class,0.445924,1,after 2015,0,0,10081,8213,sedan,2,0,4,1
6998,65+,female,minority,10-19y,high school,working class,0.70989,0,after 2015,1,0,10015,15088,sports car,0,0,2,0
6999,26-39,female,majority,30y+,university,middle class,0.15185,1,after 2015,1,0,10015,16286,sedan,3,1,5,1
7000,40-64,male,majority,0-9y,high school,poverty,0.752551,1,after 2015,1,0,10032,20533,sedan,1,1,1,0
7001,16-25,female,minority,0-9y,university,middle class,0.475785,1,after 2015,1,0,10007,18307,sedan,3,0,3,1
7002,26-39,female,majority,10-19y,high school,working class,0.722568,0,after 2015,1,0,10015,6029,sports car,0,1,0,0
7003,40-64,female,minority,20-29y,university,middle class,0.644023,0,before 2015,1,1,10065,9202,sedan,0,2,3,1
7004,40-64,male,majority,20-29y,none,poverty,0.232765,1,before 2015,1,0,10048,6156,sedan,0,1,3,0
7005,26-39,female,majority,20-29y,university,upper class,0.834692,0,before 2015,0,0,10022,13939,sports car,4,0,3,0
7006,26-39,female,majority,0-9y,university,working class,0.572177,0,before 2015,0,1,10238,13190,sedan,0,2,3,1
7007,40-64,male,minority,20-29y,university,middle class,0.784197,1,after 2015,0,0,10068,14626,sports car,0,0,0,0
7008,16-25,male,minority,20-29y,high school,poverty,0.093986,0,before 2015,0,0,10032,24991,sports car,2,1,0,1
7009,26-39,female,minority,10-19y,high school,working class,0.61535,1,before 2015,1,0,10081,5486,sedan,2,0,0,0
7010,26-39,female,minority,10-19y,high school,middle class,0.291884,1,after 2015,1,1,10032,24292,sedan,1,1,1,0
7011,26-39,female,majority,20-29y,high school,poverty,0.860895,0,after 2015,0,1,10022,23101,sedan,2,1,1,0
7012,40-64,female,majority,10-19y,none,middle class,0.949506,0,after 2015,1,1,10009,11299,sedan,1,0,0,0
7013,26-39,female,majority,0-9y,none,poverty,0.055828,0,before 2015,1,0,10022,23164,sedan,0,3,1,1
7014,26-39,male,majority,10-19y,university,middle class,0.724283,0,after 2015,0,1,10065,13772,sedan,1,0,0,0
7015,40-64,male,minority,10-19y,none,middle class,0.102978,0,before 2015,0,0,10009,20731,sedan,2,0,1,0
7016,65+,female,majority,0-9y,university,upper class,0.857507,0,after 2015,0,0,10032,5054,sports car,2,0,0,0
7017,26-39,male,minority,20-29y,high school,middle class,0.124524,0,before 2015,1,1,10048,23070,sedan,2,0,2,0
7018,16-25,male,minority,30y+,university,upper class,0.195007,1,after 2015,1,0,10238,17494,sedan,3,0,2,0
7019,26-39,female,majority,20-29y,none,upper class,0.25162,1,before 2015,1,0,10015,7864,sports car,0,0,3,0
7020,40-64,female,minority,10-19y,university,working class,0.727833,1,after 2015,1,1,10048,23307,sports car,2,0,1,0
7021,40-64,male,majority,20-29y,none,upper class,0.292534,0,after 2015,0,1,10068,5842,sedan,2,1,2,0
7022,40-64,male,minority,20-29y,none,middle class,0.596085,1,after 2015,1,0,10068,5500,sedan,5,2,2,1
7023,65+,male,majority,10-19y,none,poverty,0.571943,1,before 2015,0,0,10048,23715,sedan,0,0,0,0
7024,40-64,male,majority,20-29y,none,upper class,0.402262,1,after 2015,1,0,10032,16037,sports car,1,0,1,0
7025,40-64,female,majority,20-29y,high school,working class,0.53949,1,before 2015,0,1,10007,6999,sedan,0,0,4,0
7026,26-39,male,minority,0-9y,university,middle class,0.118192,0,before 2015,0,1,10032,7199,sports car,0,0,0,0
7027,16-25,female,minority,10-19y,high school,middle class,0.876174,0,before 2015,1,1,10068,19784,sedan,1,1,1,0
7028,65+,female,majority,0-9y,university,middle class,0.207077,0,before 2015,0,1,10068,16730,sedan,1,3,2,1
7029,26-39,female,minority,30y+,university,middle class,0.880227,0,before 2015,1,1,10007,15911,sedan,2,0,2,0
7030,26-39,male,majority,0-9y,university,working class,0.518737,1,before 2015,1,1,10065,18357,sports car,4,0,0,1
7031,40-64,male,minority,0-9y,none,working class,0.613936,0,after 2015,1,1,10032,18929,sports car,1,1,4,1
7032,26-39,male,majority,10-19y,none,poverty,0.257297,0,before 2015,1,1,10009,10722,sedan,3,0,5,1
7033,40-64,male,majority,30y+,none,poverty,0.222329,0,before 2015,1,0,10015,24930,sports car,3,0,1,0
7034,40-64,female,minority,10-19y,high school,upper class,0.490703,0,after 2015,1,0,10015,6277,sedan,0,0,1,0
7035,26-39,male,majority,20-29y,high school,middle class,0.267359,0,after 2015,0,0,10238,20638,sedan,1,0,0,0
7036,40-64,female,majority,20-29y,high school,working class,0.423139,1,after 2015,1,0,10022,10231,sports car,1,1,1,0
7037,26-39,male,majority,20-29y,high school,poverty,0.44022,0,after 2015,1,0,10065,22741,sedan,0,0,4,0
7038,26-39,male,majority,30y+,university,working class,0.270917,1,after 2015,0,1,10007,7458,sedan,1,1,0,0
7039,40-64,female,majority,0-9y,high school,working class,0.29173,0,after 2015,0,1,10009,24798,sedan,1,0,1,0
7040,40-64,female,minority,30y+,high school,middle class,0.972909,0,before 2015,0,0,10032,14439,sedan,0,0,3,0
7041,40-64,male,majority,30y+,none,poverty,0.587455,0,before 2015,1,1,10009,12615,sedan,4,1,2,1
7042,26-39,female,majority,30y+,high school,middle class,0.831875,1,before 2015,0,1,10238,7230,sports car,3,2,1,1
7043,40-64,male,majority,20-29y,university,middle class,0.045742,1,after 2015,0,0,10007,11891,sedan,0,0,3,0
7044,26-39,female,minority,30y+,university,upper class,0.001925,1,before 2015,0,1,10009,9866,sedan,2,0,2,0
7045,65+,male,minority,0-9y,university,poverty,0.519102,0,before 2015,0,0,10065,23834,sports car,1,0,2,1
7046,26-39,female,minority,10-19y,university,poverty,0.826805,0,before 2015,0,0,10238,18268,sedan,2,0,2,0
7047,40-64,female,majority,10-19y,high school,upper class,0.610919,1,after 2015,1,1,10065,12046,sedan,1,0,0,0
7048,16-25,female,majority,0-9y,high school,working class,0.61883,1,before 2015,1,0,10007,6858,sedan,0,3,1,1
7049,26-39,female,minority,20-29y,university,middle class,0.139358,0,after 2015,1,0,10022,14963,sedan,0,0,0,0
7050,26-39,male,minority,0-9y,university,middle class,0.978567,1,after 2015,1,1,10068,20175,sedan,1,0,4,0
7051,65+,female,majority,0-9y,university,working class,0.529701,1,before 2015,0,1,10081,21611,sedan,3,2,1,1
7052,40-64,male,majority,20-29y,university,working class,0.102602,0,after 2015,0,1,10007,15787,sedan,0,0,2,0
7053,65+,male,majority,30y+,high school,working class,0.414197,0,before 2015,0,1,10007,24889,sedan,2,0,0,0
7054,26-39,male,majority,20-29y,university,middle class,0.071971,1,after 2015,1,0,10009,14041,sports car,0,1,2,0
7055,26-39,male,minority,30y+,none,upper class,0.41814,1,before 2015,0,0,10238,6638,sports car,1,0,2,0
7056,16-25,male,majority,20-29y,high school,middle class,0.711562,0,after 2015,0,0,10238,10792,sedan,1,0,0,0
7057,40-64,male,majority,30y+,high school,working class,0.323526,0,after 2015,0,1,10022,18141,sedan,1,0,4,0
7058,26-39,female,majority,10-19y,high school,working class,0.313102,0,before 2015,1,0,10009,17529,sports car,1,0,3,1
7059,65+,female,majority,30y+,high school,working class,0.514339,1,before 2015,1,1,10048,11650,sports car,0,1,0,0
7060,65+,male,majority,0-9y,high school,upper class,0.498486,0,after 2015,1,0,10068,22758,sedan,5,0,2,1
7061,65+,male,majority,30y+,high school,upper class,0.467143,1,after 2015,1,0,10007,10230,sedan,5,1,0,1
7062,40-64,female,minority,20-29y,high school,working class,0.516844,1,after 2015,0,0,10081,10585,sedan,0,0,2,0
7063,40-64,female,majority,20-29y,high school,working class,0.047959,1,after 2015,1,0,10009,15287,sedan,3,2,1,1
7064,40-64,male,majority,20-29y,university,middle class,0.474267,1,after 2015,0,1,10015,13728,sedan,3,1,5,1
7065,16-25,female,majority,30y+,university,working class,0.992011,1,after 2015,1,1,10065,14693,sedan,1,0,1,0
7066,40-64,female,majority,30y+,high school,middle class,0.764336,1,before 2015,0,0,10048,17918,sedan,3,0,1,0
7067,16-25,female,majority,0-9y,university,working class,0.287569,0,after 2015,1,1,10015,24043,sedan,3,2,1,1
7068,26-39,female,majority,0-9y,high school,working class,0.677714,0,after 2015,0,1,10009,17503,sedan,2,0,1,0
7069,26-39,female,minority,0-9y,none,working class,0.329903,1,before 2015,1,1,10009,10688,sports car,1,0,0,0
7070,26-39,female,majority,0-9y,high school,poverty,0.191514,0,before 2015,1,1,10009,24777,sports car,1,0,0,0
7071,26-39,male,minority,10-19y,none,poverty,0.773552,1,before 2015,1,0,10048,22223,sedan,0,0,3,0
7072,26-39,female,majority,20-29y,university,working class,0.209586,1,before 2015,1,0,10081,12250,sedan,4,1,3,1
7073,40-64,female,majority,10-19y,high school,working class,0.858626,0,after 2015,0,1,10081,13982,sedan,3,0,2,0
7074,16-25,male,minority,20-29y,none,working class,0.38041,1,after 2015,1,1,10238,7987,sedan,2,0,2,0
7075,40-64,female,majority,10-19y,high school,poverty,0.756843,1,before 2015,1,1,10007,14640,sports car,1,0,0,0
7076,26-39,male,majority,20-29y,university,working class,0.259597,1,after 2015,1,0,10015,13091,sports car,0,3,2,1
7077,40-64,male,majority,0-9y,high school,middle class,0.652735,0,after 2015,0,0,10048,21994,sedan,2,0,1,0
7078,40-64,male,majority,20-29y,university,upper class,0.212532,1,before 2015,0,1,10009,10934,sedan,5,0,4,1
7079,40-64,female,majority,20-29y,university,working class,0.021834,0,before 2015,1,0,10009,18590,sports car,1,0,4,1
7080,40-64,female,majority,10-19y,university,poverty,0.814604,0,after 2015,1,1,10007,9214,sports car,2,2,3,1
7081,26-39,male,minority,10-19y,university,working class,0.856163,1,after 2015,1,0,10009,12151,sedan,0,1,0,0
7082,40-64,female,minority,0-9y,high school,upper class,0.880574,0,before 2015,1,1,10065,13694,sedan,0,1,0,0
7083,26-39,male,majority,30y+,high school,working class,0.036298,1,before 2015,1,1,10015,24739,sedan,2,0,3,1
7084,26-39,female,majority,20-29y,university,working class,0.760922,1,before 2015,0,1,10068,18777,sports car,0,1,0,0
7085,40-64,female,majority,20-29y,high school,upper class,0.83587,0,after 2015,0,1,10238,12884,sedan,0,0,1,0
7086,16-25,female,majority,0-9y,none,working class,0.311698,0,before 2015,0,0,10065,18345,sports car,1,0,5,1
7087,40-64,female,minority,0-9y,high school,upper class,0.470451,0,before 2015,1,0,10009,6038,sedan,0,0,1,0
7088,40-64,male,majority,0-9y,university,upper class,0.407915,0,after 2015,0,0,10022,8735,sedan,0,0,2,0
